#Extracted from R:\Labs\matailab\grants\R01\2018\Miami GDA\data_7-20-21\Sample Specific Files\iMata_GDANB_Pt1_SampleManifest.xlsx -> Sheet 1

IlluminaID	ExternalID
202023376-01	PPP2015
202023672-01	URP1714
202023725-01	BEP0001
202023514-01	X 20300
202023403-01	PPP2058
202023530-01	X00 20332
202023818-01	COP27671
202023377-01	PPP2016
202023568-01	X00 20387
202023476-01	CCP0081
202023479-01	CCP0101
202023356-01	PPP1038
202023754-01	COP10574
202023787-01	COP20914
202023761-01	COP15405
202023507-01	X 20289
202023826-01	ARP0001
202023392-01	PPP2039
202023527-01	X00 20327
202023407-01	PPP2062
202023457-01	PPP2126
202023404-01	PPP2059
202023701-01	URP0754
202023489-01	X 20271
202023747-01	HOP 0007.1
202023524-01	X00 20322
202023484-01	CCP0129
202023656-01	URP1598
202023434-01	PPP2096
202023748-01	HOP 0008.1
202023346-01	PPP1016
202023413-01	PPP2069
202023363-01	PPP1047
202023679-01	URP1754
202023700-01	URP0753
202023683-01	URP0791
202023586-01	X 20224
202023723-01	URP1721
202023755-01	COP11876
202023689-01	URP0674
202023429-01	PPP2091
201207486-04_pB	HIHG Control
202023717-01	URP0861
202023750-01	COP05843
202023687-01	URP0665
202023681-01	URP1758
202023805-01	COP21878
202023840-01	ARP0015
202023432-01	PPP2094
202023417-01	PPP2074
202023674-01	URP1728
202023440-01	PPP2105
202023474-01	PPC2102
202023809-01	COP24968
202023428-01	PPP2090
202023393-01	PPP2047
202023378-01	PPP2017
202023370-01	PPP2006
202023643-01	URP0921
202023541-01	X00 20346
202023560-01	X00 20378
202023835-01	ARP0010
202023693-01	URP0715
202023515-01	X 20302
202023414-01	PPP2070
202023696-01	URP0730
202023465-01	PPC2043
202023536-01	X00 20339
202023807-01	COP23465
202023638-01	URP0864
202023645-01	URP0923
202023736-01	BEP0024
202023751-01	COP06765
202023551-01	X00 20366
202023580-01	X 20201
202023662-01	URP1620
202023348-01	PPP1023
202023771-01	COP18674
202023558-01	X00 20376
202023604-01	URP0664
202023439-01	PPP2104
202023690-01	URP0677
202023381-01	PPP2021
202023734-01	BEP0020
202023506-01	X 20288
202023646-01	URP0933
202023786-01	COP20890
202023657-01	URP1599
202023368-01	PPP2004
202023814-01	COP25929
202023744-01	HOP 0004.1
202023660-01	URP1607 
202023420-01	PPP2077
202023822-01	COP28494
202023444-01	PPP2109
202023374-01	PPP2013
202023705-01	URP0759
202023640-01	URP0870
202023695-01	URP0726
202023340-01	PPP1008
202023426-01	PPP2087
202023703-01	URP0757
202023639-01	URP0869
202023482-01	CCP0127
202023710-01	URP0786
202023442-01	PPP2107
202023454-01	PPP2123
202023832-01	ARP0007
202023419-01	PPP2076
202023334-01	PPP1000
202023839-01	ARP0014
202023531-01	X00 20334
202023779-01	COP20024
202023621-01	URP0784
202023359-01	PPP1042
202023600-01	X 20262
202023513-01	X 20299
202023361-01	PPP1044
202023796-01	COP21319
202023371-01	PPP2008
202023366-01	PPP1052
202023722-01	URP1634
202023630-01	URP0805
202023601-01	X 20264
202023373-01	PPP2011
202023697-01	URP0732
202023702-01	URP0755
202023462-01	PPC2009
202023525-01	X00 20323
202023486-01	CCP0136
202023632-01	URP0807
202023499-01	X 20281
202023441-01	PPP2106
202023834-01	ARP0009
202023650-01	URP1046
202023468-01	PPC2053
202023448-01	PPP2116
201207486-04_pC	HIHG Control
202023567-01	X00 20386
202023673-01	URP1722
202023564-01	X00 20382
202023791-01	COP20955
202023529-01	X00 20331
202023523-01	X00 20321
202023678-01	URP1750
202023812-01	COP25595
202023729-01	BEP0010
202023664-01	URP1662
202023557-01	X00 20373
202023765-01	COP17045
202023410-01	PPP2066
202023692-01	URP0714
202023589-01	X 20232
202023360-01	PPP1043
202023749-01	HOP 0009.1
202023759-01	COP13521
202023629-01	URP0804
202023341-01	PPP1010
202023829-01	ARP0004
202023776-01	COP19950
202023713-01	URP0797
202023511-01	X 20296
202023534-01	X00 20337
202023385-01	PPP2025
202023677-01	URP1739
202023803-01	COP21764
202023680-01	URP1755
202023718-01	URP0863
202023606-01	URP0672
202023792-01	COP21000
202023598-01	X 20258
202023801-01	COP21624
202023409-01	PPP2065
202023804-01	COP21786
202023538-01	X00 20341
202023777-01	COP19952
202023770-01	COP18158
202023461-01	PPC2007
202023708-01	URP0776
202023821-01	COP28347
202023728-01	BEP0008
202023752-01	COP08230
202023599-01	X 20260
202023364-01	PPP1049
202023610-01	URP0699
202023382-01	PPP2022
202023644-01	URP0922
202023450-01	PPP2118
202023433-01	PPP2095
202023430-01	PPP2092
202023406-01	PPP2061
202023836-01	ARP0011
202023396-01	PPP2050
202023721-01	URP1261
202023447-01	PPP2115
202023351-01	PPP1027
202023769-01	COP17868
202023422-01	PPP2079
202023785-01	COP20833
202023659-01	URP1606
202023820-01	COP28308
202023554-01	X00 20369
202023675-01	URP1729
202023712-01	URP0790
202023841-01	ARP0016
202023498-01	X 20280
202023743-01	HOP 0003.1
202023724-01	URP1756
202023819-01	COP27724
202023369-01	PPP2005
202023808-01	COP23472
202023663-01	URP1633
202023469-01	PPC2072
202023596-01	X 20252
202023671-01	URP1713
202023590-01	X 20233
202023798-01	COP21401
202023799-01	COP21622
202023793-01	COP21021
202023354-01	PPP1033
202023390-01	PPP2030
202023565-01	X00 20383
202023500-01	X 20282
202023788-01	COP20920
202023344-01	PPP1013
202023666-01	URP1683
202023345-01	PPP1014
202023451-01	PPP2119
202023802-01	COP21635
202023353-01	PPP1029
202023421-01	PPP2078
202023431-01	PPP2093
202023716-01	URP0835
201207486-04_pD	HIHG Control
202023400-01	PPP2055
202023509-01	X 20291
202023667-01	URP1684
202023806-01	COP23155
202023767-01	COP17454
202023391-01	PPP2032
202023764-01	COP16869
202023823-01	COP28648
202023760-01	COP14656
202023569-01	X00 20388
202023825-01	COP29427
202023339-01	PPP1006
202023480-01	CCP0112
202023355-01	PPP1035
202023464-01	PPC2040
202023668-01	URP1685
202023619-01	URP0782
202023627-01	URP0802
202023483-01	CCP0128
202023830-01	ARP0005
202023522-01	X00 20320
202023425-01	PPP2086
202023719-01	URP0884
202023411-01	PPP2067
202023837-01	ARP0012
202023520-01	X00 20313
202023350-01	PPP1026
202023641-01	URP0897
202023561-01	X00 20379
202023416-01	PPP2073
202023365-01	PPP1051
202023491-01	X 20273
202023766-01	COP17207
202023357-01	PPP1039
202023731-01	BEP0014
202023395-01	PPP2049
202023715-01	URP0811
202023379-01	PPP2018
202023745-01	HOP 0005.1
202023588-01	X 20230
202023488-01	X 20270
202023753-01	COP08537
202023516-01	X 20303
202023452-01	PPP2121
202023636-01	URP0841
202023333-01	PPP0999
202023552-01	X00 20367
202023617-01	URP0724
202023634-01	URP0810
202023545-01	X00 20350
202023383-01	PPP2023
202023735-01	BEP0022
202023542-01	X00 20347
202023794-01	COP21315
202023388-01	PPP2028
202023591-01	X 20235
202023813-01	COP25630
202023427-01	PPP2088
202023602-01	X 20267
202023343-01	PPP1012
202023508-01	X 20290
202023740-01	BEP0030
202023481-01	CCP0125
202023780-01	COP20162
202023455-01	PPP2124
202023349-01	PPP1024
202023635-01	URP0838
202023714-01	URP0801
202023790-01	COP20924
202023408-01	PPP2063
202023517-01	X 20304
202023399-01	PPP2054
202023783-01	COP20326
202023497-01	X 20279
202023460-01	PPP2129
202023828-01	ARP0003
202023603-01	X 20268
202023518-01	X 20309
202023593-01	X 20247
202023384-01	PPP2024
202023458-01	PPP2127
202023815-01	COP26142
202023562-01	X00 20380
202023490-01	X 20272
202023756-01	COP11981
202023676-01	URP1736B
202023733-01	BEP0017
202023611-01	URP0700
202023691-01	URP0713
202023402-01	PPP2057
202023502-01	X 20284
202023824-01	COP28969
202023658-01	URP1605
202023352-01	PPP1028
202023435-01	PPP2097
201207486-04_pE	HIHG Control
